Date,Close,High,Low,Open,Volume
2024-11-01,137.2509307861328,139.46275221185982,137.03466629359704,138.99089414639437,663974
2024-11-04,137.46719360351562,138.69598495282088,136.9166925338476,137.4475290635583,648824
2024-11-05,139.28579711914062,139.33495846803388,137.62447682382953,137.62447682382953,402687
2024-11-06,145.11517333984375,146.3636291317232,143.23758866729426,143.9453605517825,747097
2024-11-07,142.39219665527344,144.86942883764104,142.09727399439126,144.60401813768755,475710
2024-11-08,143.94537353515625,144.31892404951677,141.80236285022488,142.53964675872425,859409
2024-11-11,144.38772583007812,145.84261386671707,144.0043430694106,145.026702147816,576407
2024-11-12,144.6138153076172,145.23312705523978,143.8863789008106,144.5056906484332,507222
2024-11-13,146.717529296875,147.98563460023345,144.85959383276375,145.1741658785314,870721
2024-11-14,138.22412109375,146.8158279084329,137.49668464461664,145.9900687636382,1466621
2024-11-15,137.6343231201172,138.88277911121529,136.53332089097327,137.84075535687745,1042118
2024-11-18,137.9685516357422,139.43325689860308,137.1722892479855,138.0963408486406,817292
2024-11-19,131.25440979003906,137.13293996553045,128.86565327842098,134.5180867221579,1947381
2024-11-20,130.2517547607422,133.32863431006558,129.6422751832553,133.1222020773329,1225231
2024-11-21,133.13201904296875,133.94793075939057,129.99614623061453,130.7923934081193,1045249
2024-11-22,135.02928161621094,135.88452249479835,133.07305369784487,134.19370527847957,663671
2024-11-25,136.9363555908203,140.81932954662756,134.71470194612746,135.41265675816334,1217959
2024-11-26,138.3027801513672,138.37159089644,135.8451972706485,136.93636722086217,963035
2024-11-27,138.81394958496094,140.37697760064648,137.87024856311305,138.6075173536001,718817
2024-11-29,138.8336181640625,139.49225910927356,137.8210912191002,138.8336181640625,1012626
2024-12-02,137.49667358398438,138.8532539772146,136.96583711924757,138.8532539772146,825069
2024-12-03,135.65841674804688,137.72278435464435,135.38315864390805,137.35906612226145,665388
2024-12-04,136.01231384277344,136.7299332463728,134.99978692121965,135.36352033324923,675892
2024-12-05,135.40283203125,136.49400194957673,134.85233093687668,136.04180840952515,604990
2024-12-06,135.49130249023438,136.9953368133736,135.46180568002504,135.89434981371107,675286
2024-12-09,133.83981323242188,136.57263889209088,133.426933642526,135.6485873122241,881831
2024-12-10,133.77099609375,134.94080905008613,132.09984338462849,133.85947137950686,940613
2024-12-11,132.82728576660156,135.47163613423763,132.7977889567876,134.97029641653677,890214
