Date,Close,High,Low,Open,Volume
2024-11-01,226.0512542724609,227.2263201360128,225.0121319917514,225.89586900870648,1350900
2024-11-04,232.820068359375,234.74291281618,226.58537920315268,226.58537920315268,1816900
2024-11-05,231.2791748046875,233.19066013912405,230.7135462182076,232.7518031897981,1103200
2024-11-06,223.8965759277344,228.1291323866706,219.19589151606104,228.00234587267352,3182100
2024-11-07,227.50498962402344,228.9288528528792,224.2866804505924,224.30618950332928,1468800
2024-11-08,228.57774353027344,229.6797593724569,226.65651123912576,226.7735357828153,1731100
2024-11-11,230.3527069091797,231.43522870667724,228.28519369923924,228.28519369923924,1108700
2024-11-12,232.3909454345703,233.2881832385387,231.02560943904672,231.1913991755713,1488900
2024-11-13,234.7510528564453,235.59951060246044,230.9280822540394,232.37145447616984,1104300
2024-11-14,236.0091094970703,238.2619213431204,235.0046091058103,235.06312138009008,1124200
2024-11-15,231.63026428222656,236.2529275405056,230.48923025692065,235.41421686194136,1426700
2024-11-18,232.1666412353516,232.49822070527472,230.32343021824843,230.99635112435763,978800
2024-11-19,234.4877319335937,235.24842126486612,230.820803997156,231.70827984398923,1079100
2024-11-20,233.8148193359375,235.03387470265253,232.1861631517319,235.03387470265253,1046100
2024-11-21,234.7998046875,235.3849572009205,232.5762489461767,234.40971293258409,1060400
2024-11-22,233.7270355224609,236.1261279927116,232.59574864523017,235.18990186614164,1421500
2024-11-25,235.68728637695312,238.54475989205224,234.62427366960551,235.5897708763337,1493700
2024-11-26,227.8170623779297,230.06987421075908,224.1891525834096,227.0661201399712,2715400
2024-11-27,230.12838745117188,231.23041821842332,228.0121092089884,228.4509661464008,1028500
2024-11-29,234.985092163086,235.32643359298407,230.29416983925967,231.0938772436858,833700
2024-12-02,231.8740692138672,235.47272290357927,230.5184802917228,235.47272290357927,1243100
2024-12-03,231.19140625,233.50273042780768,230.3234394374904,232.42997065022607,1173100
2024-12-04,232.4007110595703,233.0151048267051,230.4014573424005,231.1328905403129,898400
2024-12-05,233.5709991455078,235.2581675404922,231.90332492127607,234.097624495712,1329300
2024-12-06,233.0833740234375,238.48622058075563,231.80580644636848,236.7405399338471,1701800
2024-12-09,238.26193237304688,238.8275758523476,231.61077399018777,232.1081432256372,1371900
2024-12-10,236.59426879882807,239.2371724700329,235.73604906861272,237.52074789064883,1127300
2024-12-11,233.9513397216797,238.6325150415516,233.3856962777616,237.99859735805288,1540400
2024-12-12,233.52224731445312,236.6332790478,232.2836828726748,235.51175404246456,1214800
2024-12-13,233.7270355224609,235.7067801170918,231.91308066105503,233.4637154139056,1077300
2024-12-16,227.1539001464844,234.3707168816485,226.9978574873242,233.2101737858462,1826500
2024-12-17,227.31968688964844,229.1628979936278,226.4419729852952,227.16364423254885,2398900
2024-12-18,222.65802001953125,228.3241869265796,222.4922302770361,226.42246354966835,2296300
2024-12-19,221.42921447753903,226.1201370352256,221.19515049556452,222.35569355782064,2942100
2024-12-20,221.994873046875,223.39922727219667,220.8928421848564,222.90184313678407,4614700
2024-12-23,220.7562866210937,222.62875377497608,218.1426243214138,221.2243996893028,1394800
2024-12-24,219.820053100586,220.41495270213807,217.79155810881628,220.1613945484285,579600
2024-12-26,218.71804809570312,220.5905154067969,218.41572473708007,218.74730423485715,951900
2024-12-27,217.1966552734375,219.03986632604136,215.83130438344247,217.46972247522723,1190100
2024-12-30,214.22216796875,217.294181582258,214.1343995526034,217.15764797456976,1143400
2024-12-31,215.52899169921875,216.67977283778703,214.10512846431428,214.74879327794423,960500
2025-01-02,217.0601348876953,218.3474496486437,215.7630581597017,215.88982980186384,1154700
2025-01-03,216.4262084960937,216.67001956571548,212.13513962316995,212.4082068306625,1844100
2025-01-06,217.41119384765625,223.22365613435457,216.88456849949776,218.45471233968107,1933000
2025-01-07,213.1006317138672,220.61977199370392,212.66177474461887,218.152405046392,1992900
2025-01-08,213.85157775878903,215.129145463664,212.0863878837453,212.0863878837453,1728200
2025-01-10,177.30914306640625,202.76302227209123,175.105096563338,198.08184720332736,8701700
2025-01-13,181.3076629638672,184.3894383801897,172.14035804100178,174.3444195805073,5460700
2025-01-14,177.6894989013672,181.53196361711863,175.9730743831073,179.57172803700698,3354900
2025-01-15,176.2461395263672,180.1568635556829,175.69024316892626,180.1178603339019,2964200
2025-01-16,180.00083923339844,181.8537973649152,175.54396584650436,175.85605115091153,3349000
2025-01-17,179.74725341796875,182.84853766547488,178.67449374272837,181.7952721595886,2839800
2025-01-21,178.54771423339844,180.4201813568904,175.4171737281403,180.303156811999,3960500
2025-01-22,174.52972412109375,178.90856144514908,173.95431868226075,178.90856144514908,2237700
2025-01-23,175.0563507080078,175.22214045220062,172.5499657304558,175.18313722811578,2562400
2025-01-24,178.56723022460938,178.87930065013043,175.5147109243241,176.4802081003401,2462500
