Date,Close,High,Low,Open,Volume
2024-11-01,57.19588851928711,57.392743126423696,56.63485532949592,56.79233826426732,7848100
2024-11-04,59.28253555297852,59.38096472925796,57.13682832104569,57.13682832104569,6351100
2024-11-05,60.54240036010742,60.6014578672293,59.627033405198326,59.774671540969166,5236800
2024-11-06,60.119171142578125,61.64478781923531,59.40065124351955,61.01485606278508,5512000
2024-11-07,61.04438018798828,61.26092062751261,59.88294215639479,59.94199966390759,4975100
2024-11-08,60.91642379760742,61.51682864594209,60.53255938760702,61.42824426250437,3260300
2024-11-11,61.44793319702149,61.90069617756281,60.99517021648017,61.02469709421869,3432900
2024-11-12,60.532562255859375,61.753057846089646,60.04042760337271,61.132967132643415,4008000
2024-11-13,60.91642379760742,61.11327840021228,60.00105308698066,60.70972815448248,4251500
2024-11-14,61.31997680664063,61.74321290717242,60.17822456570796,60.63098754381984,4195400
2024-11-15,60.46366500854492,61.47746121302531,60.10932745036433,61.31997827102166,5167600
2024-11-18,60.4439811706543,60.89674417455382,60.16838695170496,60.42429533291654,2731000
2024-11-19,60.13885498046875,60.58177693299512,59.44986944841612,60.05027058996348,3654600
2024-11-20,59.863258361816406,59.981369626180175,59.17426910276386,59.67624854701632,3981000
2024-11-21,60.4439811706543,61.01485920098036,59.48923869116605,60.0207450460166,3527700
2024-11-22,62.24518966674805,62.43219947449683,60.60145804978523,60.79831265276193,3104500
2024-11-25,63.967655181884766,64.8731885809918,62.6782648930454,62.74716343879914,7571700
2024-11-26,64.06608581542969,64.47948463296433,63.76096473217837,63.89876183489696,3192600
2024-11-27,63.2983512878418,64.17435029500399,63.062128777098046,64.17435029500399,2818600
2024-11-29,62.55704498291016,63.65419077384638,62.51750731446642,63.26870793281897,3266400
2024-12-02,62.43843078613281,62.576812623045285,61.43024665369289,62.47796845382209,4655700
2024-12-03,62.21109771728516,62.77449631098141,61.8453837006184,62.18144635041263,2982600
2024-12-04,62.58669662475586,63.258821909182494,60.45171153614174,62.24075145064786,3406900
2024-12-05,62.88322067260742,63.1995144758554,62.32970840218323,62.5372755035923,2373500
2024-12-06,62.88322067260742,63.73326545330076,62.853569306840285,63.26870728017798,2871300
2024-12-09,64.3856201171875,65.2949638870561,62.52739113767035,62.991949325179554,5440300
