Price,Close,High,Low,Open,Volume
Ticker,8270.SR,8270.SR,8270.SR,8270.SR,8270.SR
Date,,,,,
2025-03-26,18.5,18.5,18.059999465942383,18.079999923706055,33732
2025-03-27,18.68000030517578,18.799999237060547,18.399999618530273,18.5,43234
2025-04-03,18.459999084472656,18.780000686645508,18.399999618530273,18.780000686645508,29836
2025-04-06,17.15999984741211,18.15999984741211,17.100000381469727,17.540000915527344,72272
2025-04-07,17.700000762939453,18.0,15.600000381469727,17.15999984741211,95056
2025-04-08,17.65999984741211,18.15999984741211,17.65999984741211,17.979999542236328,93152
2025-04-09,17.479999542236328,17.8799991607666,17.440000534057617,17.65999984741211,44841
2025-04-10,17.479999542236328,17.479999542236328,17.479999542236328,17.479999542236328,0
2025-04-13,18.299999237060547,18.3799991607666,17.940000534057617,18.0,68127
2025-04-14,18.719999313354492,18.979999542236328,18.219999313354492,18.440000534057617,62445
2025-04-15,18.700000762939453,19.31999969482422,18.700000762939453,18.979999542236328,83125
2025-04-16,18.600000381469727,18.780000686645508,18.479999542236328,18.600000381469727,53635
2025-04-17,18.600000381469727,18.600000381469727,18.600000381469727,18.600000381469727,0
2025-04-20,18.799999237060547,19.059999465942383,18.520000457763672,18.799999237060547,32503
2025-04-21,18.84000015258789,18.979999542236328,18.5,18.979999542236328,25333
2025-04-22,18.31999969482422,18.899999618530273,18.31999969482422,18.520000457763672,16554
2025-04-23,18.639999389648438,18.799999237060547,18.5,18.799999237060547,28796
2025-04-24,18.739999771118164,18.760000228881836,18.459999084472656,18.459999084472656,57420
2025-04-27,19.520000457763672,20.360000610351562,18.739999771118164,18.739999771118164,479432
2025-04-28,19.5,19.899999618530273,19.459999084472656,19.68000030517578,87430
2025-04-29,19.280000686645508,19.700000762939453,19.100000381469727,19.5,71861
2025-04-30,20.139999389648438,21.18000030517578,19.280000686645508,19.280000686645508,661038
2025-05-01,19.540000915527344,20.940000534057617,19.5,20.479999542236328,376895
2025-05-04,19.139999389648438,19.84000015258789,18.899999618530273,19.84000015258789,52056
2025-05-05,19.440000534057617,19.440000534057617,19.040000915527344,19.440000534057617,34278
2025-05-06,19.040000915527344,19.479999542236328,18.799999237060547,19.479999542236328,49819
2025-05-07,18.5,19.0,18.299999237060547,19.0,50209
2025-05-08,18.0,18.5,17.0,18.5,76373
2025-05-11,17.899999618530273,18.0,17.700000762939453,18.0,39083
2025-05-12,18.040000915527344,18.3799991607666,17.899999618530273,17.899999618530273,46170
2025-05-13,18.1200008392334,18.3799991607666,17.8799991607666,18.3799991607666,31821
2025-05-14,18.0,18.34000015258789,17.920000076293945,18.34000015258789,34501
2025-05-15,18.079999923706055,18.34000015258789,17.719999313354492,18.0,77552
2025-05-18,18.079999923706055,18.079999923706055,18.079999923706055,18.079999923706055,0
2025-05-19,17.920000076293945,18.200000762939453,17.799999237060547,18.18000030517578,35369
2025-05-20,17.940000534057617,17.979999542236328,17.739999771118164,17.84000015258789,31330
2025-05-21,17.479999542236328,17.899999618530273,17.399999618530273,17.8799991607666,44300
2025-05-22,17.700000762939453,17.979999542236328,17.280000686645508,17.600000381469727,28060
2025-05-25,17.34000015258789,17.860000610351562,17.34000015258789,17.700000762939453,32735
2025-05-26,17.399999618530273,17.5,16.81999969482422,17.5,18754
2025-05-27,16.979999542236328,17.559999465942383,16.81999969482422,17.139999389648438,43857
2025-05-28,17.020000457763672,17.18000030517578,16.920000076293945,16.920000076293945,101384
2025-05-29,17.239999771118164,17.360000610351562,17.0,17.18000030517578,24273
2025-06-01,16.8799991607666,17.239999771118164,16.719999313354492,17.239999771118164,31928
2025-06-02,16.700000762939453,17.1200008392334,16.65999984741211,16.8799991607666,34680
2025-06-03,16.84000015258789,17.260000228881836,16.600000381469727,16.700000762939453,141417
2025-06-04,16.780000686645508,16.959999084472656,16.639999389648438,16.959999084472656,63021
2025-06-11,16.780000686645508,16.920000076293945,16.65999984741211,16.719999313354492,101058
2025-06-12,16.100000381469727,16.520000457763672,15.899999618530273,16.520000457763672,57170
2025-06-15,15.680000305175781,15.680000305175781,14.619999885559082,14.619999885559082,61783
2025-06-16,15.859999656677246,16.079999923706055,15.140000343322754,16.079999923706055,43551
2025-06-17,15.760000228881836,15.859999656677246,15.600000381469727,15.859999656677246,60150
2025-06-18,15.34000015258789,15.760000228881836,15.100000381469727,15.760000228881836,53848
2025-06-19,15.199999809265137,15.399999618530273,15.0,15.34000015258789,51670
2025-06-22,15.300000190734863,15.880000114440918,15.199999809265137,15.199999809265137,44220
2025-06-23,15.579999923706055,15.760000228881836,15.220000267028809,15.220000267028809,75626
2025-06-24,16.219999313354492,16.239999771118164,15.760000228881836,16.0,127772
2025-06-25,16.399999618530273,16.600000381469727,16.100000381469727,16.399999618530273,95878
2025-06-26,16.799999237060547,16.81999969482422,16.399999618530273,16.5,102297
2025-06-29,16.760000228881836,17.0,16.610000610351562,16.799999237060547,191349
2025-06-30,18.0,18.299999237060547,16.700000762939453,16.84000015258789,540076
2025-07-01,18.520000457763672,18.549999237060547,17.6200008392334,18.100000381469727,208145
2025-07-02,17.920000076293945,18.579999923706055,17.899999618530273,18.579999923706055,154846
2025-07-03,17.969999313354492,18.18000030517578,17.780000686645508,17.93000030517578,84019
2025-07-06,18.239999771118164,18.469999313354492,17.950000762939453,18.100000381469727,150801
2025-07-07,18.989999771118164,19.579999923706055,18.15999984741211,18.3799991607666,539968
2025-07-08,19.100000381469727,19.149999618530273,18.790000915527344,18.989999771118164,125505
2025-07-09,18.969999313354492,19.260000228881836,18.780000686645508,19.0,119117
2025-07-10,18.860000610351562,19.100000381469727,18.739999771118164,19.0,46864
2025-07-13,18.979999542236328,19.15999984741211,18.860000610351562,19.010000228881836,42905
2025-07-14,18.979999542236328,19.0,18.75,19.0,66743
2025-07-15,19.079999923706055,19.3700008392334,18.809999465942383,19.0,106541
2025-07-16,18.700000762939453,19.040000915527344,18.700000762939453,19.0,64110
2025-07-17,18.700000762939453,18.700000762939453,18.700000762939453,18.700000762939453,0
2025-07-20,18.899999618530273,19.34000015258789,18.899999618530273,19.100000381469727,98455
2025-07-21,18.93000030517578,19.1299991607666,18.90999984741211,19.0,39158
2025-07-22,19.049999237060547,19.149999618530273,18.729999542236328,18.93000030517578,124002
2025-07-23,19.100000381469727,19.149999618530273,18.81999969482422,19.100000381469727,45509
2025-07-24,18.979999542236328,19.479999542236328,18.8799991607666,19.200000762939453,122958
2025-07-27,18.200000762939453,19.899999618530273,18.100000381469727,19.399999618530273,338939
2025-07-28,17.950000762939453,18.56999969482422,17.600000381469727,18.56999969482422,111041
2025-07-29,17.5,17.950000762939453,17.440000534057617,17.950000762939453,63064
2025-07-30,17.440000534057617,17.799999237060547,17.25,17.479999542236328,21168
2025-07-31,17.229999542236328,17.559999465942383,17.09000015258789,17.559999465942383,93520
2025-08-03,17.25,17.3700008392334,16.920000076293945,17.18000030517578,33722
2025-08-04,16.8799991607666,17.059999465942383,16.829999923706055,17.059999465942383,37496
2025-08-05,16.739999771118164,16.969999313354492,16.56999969482422,16.969999313354492,78018
2025-08-06,16.739999771118164,16.8700008392334,16.579999923706055,16.739999771118164,72262
2025-08-07,16.600000381469727,16.969999313354492,16.399999618530273,16.739999771118164,130906
2025-08-10,17.1299991607666,17.479999542236328,16.6299991607666,16.6299991607666,219761
2025-08-11,17.0,17.329999923706055,16.899999618530273,17.1299991607666,69376
2025-08-12,16.920000076293945,17.15999984741211,16.700000762939453,17.15999984741211,53130
2025-08-13,16.649999618530273,17.1200008392334,16.649999618530273,16.90999984741211,60863
2025-08-14,16.899999618530273,16.989999771118164,16.540000915527344,16.799999237060547,41478
2025-08-17,17.0,17.299999237060547,16.809999465942383,17.299999237060547,26380
2025-08-18,16.950000762939453,17.209999084472656,16.649999618530273,17.100000381469727,67152
2025-08-19,16.799999237060547,16.989999771118164,16.75,16.950000762939453,18557
2025-08-20,16.780000686645508,17.0,16.5,16.770000457763672,58135
2025-08-21,16.81999969482422,16.81999969482422,16.65999984741211,16.760000228881836,17072
2025-08-24,17.059999465942383,17.170000076293945,16.75,16.81999969482422,86064
2025-08-25,17.190000534057617,17.190000534057617,16.850000381469727,16.850000381469727,20268
2025-08-26,16.920000076293945,17.1200008392334,16.809999465942383,17.1200008392334,35330
2025-08-27,16.780000686645508,17.100000381469727,16.719999313354492,16.93000030517578,34295
2025-08-28,16.950000762939453,16.950000762939453,16.559999465942383,16.559999465942383,41446
2025-08-31,16.799999237060547,16.950000762939453,16.540000915527344,16.950000762939453,22727
2025-09-01,16.3799991607666,16.84000015258789,16.229999542236328,16.799999237060547,51260
2025-09-02,16.280000686645508,16.309999465942383,16.049999237060547,16.170000076293945,41068
2025-09-03,16.290000915527344,16.479999542236328,16.18000030517578,16.280000686645508,45646
2025-09-04,16.389999389648438,16.389999389648438,16.15999984741211,16.3799991607666,18458
2025-09-07,16.270000457763672,16.3799991607666,16.1299991607666,16.3799991607666,25127
2025-09-08,15.989999771118164,16.3700008392334,15.899999618530273,16.15999984741211,58348
2025-09-09,16.200000762939453,16.200000762939453,15.989999771118164,15.989999771118164,35374
2025-09-10,15.899999618530273,16.079999923706055,15.789999961853027,16.010000228881836,19366
2025-09-11,15.239999771118164,15.930000305175781,15.0,15.670000076293945,160504
2025-09-14,15.130000114440918,15.300000190734863,15.0,15.300000190734863,44475
2025-09-15,15.199999809265137,15.699999809265137,15.130000114440918,15.130000114440918,23571
2025-09-16,15.399999618530273,15.680000305175781,15.069999694824219,15.199999809265137,44003
2025-09-17,15.399999618530273,15.640000343322754,15.149999618530273,15.399999618530273,25820
2025-09-18,15.109999656677246,15.520000457763672,15.109999656677246,15.319999694824219,106330
2025-09-21,16.0,16.049999237060547,15.15999984741211,15.329999923706055,265018
2025-09-22,15.729999542236328,16.079999923706055,15.520000457763672,16.079999923706055,112505
2025-09-24,16.079999923706055,16.100000381469727,15.710000038146973,15.729999542236328,145177
2025-09-25,16.079999923706055,16.079999923706055,16.079999923706055,16.079999923706055,0
2025-09-28,17.100000381469727,17.5,16.959999084472656,17.139999389648438,70306
2025-09-29,17.15999984741211,17.280000686645508,17.0,17.200000762939453,80824
2025-09-30,17.389999389648438,17.520000457763672,17.149999618530273,17.170000076293945,64557
2025-10-01,17.389999389648438,17.520000457763672,17.149999618530273,17.170000076293945,64557
2025-10-02,17.100000381469727,17.559999465942383,17.010000228881836,17.559999465942383,50539
2025-10-05,17.200000762939453,17.34000015258789,17.1299991607666,17.200000762939453,21517
2025-10-06,17.059999465942383,17.270000457763672,16.899999618530273,17.229999542236328,34869
2025-10-07,17.110000610351562,17.25,17.040000915527344,17.040000915527344,21347
2025-10-08,16.899999618530273,17.149999618530273,16.700000762939453,17.059999465942383,27897
2025-10-09,16.799999237060547,16.899999618530273,16.68000030517578,16.760000228881836,19685
2025-10-12,16.799999237060547,16.799999237060547,16.360000610351562,16.6299991607666,18592
2025-10-13,16.68000030517578,16.81999969482422,16.610000610351562,16.610000610351562,36454
2025-10-14,16.549999237060547,16.780000686645508,16.309999465942383,16.739999771118164,83549
2025-10-15,16.56999969482422,16.65999984741211,16.350000381469727,16.549999237060547,46527
2025-10-16,16.399999618530273,16.56999969482422,16.260000228881836,16.459999084472656,23790
2025-10-19,16.510000228881836,16.65999984741211,16.350000381469727,16.65999984741211,30393
2025-10-20,16.200000762939453,16.799999237060547,16.1200008392334,16.489999771118164,103873
2025-10-21,15.880000114440918,16.200000762939453,15.779999732971191,16.18000030517578,64803
2025-10-22,15.869999885559082,16.06999969482422,15.739999771118164,15.8100004196167,62183
2025-10-23,16.010000228881836,16.469999313354492,15.920000076293945,15.930000305175781,116422
2025-10-26,16.010000228881836,16.010000228881836,16.010000228881836,16.010000228881836,0
2025-10-27,16.010000228881836,16.010000228881836,16.010000228881836,16.010000228881836,0
2025-10-28,16.010000228881836,16.010000228881836,16.010000228881836,16.010000228881836,0
