Date,Close,High,Low,Open,Volume
2024-11-03,12.979999542236328,13.260000228881836,12.9399995803833,13.199999809265137,1463463
2024-11-04,12.979999542236328,13.100000381469728,12.739999771118164,12.979999542236328,1047427
2024-11-05,12.5600004196167,12.979999542236328,12.5600004196167,12.979999542236328,1175332
2024-11-06,13.039999961853027,13.260000228881836,12.539999961853027,12.539999961853027,2085686
2024-11-07,12.800000190734863,13.18000030517578,12.640000343322754,13.15999984741211,1168315
2024-11-10,12.859999656677246,13.5,12.800000190734863,13.18000030517578,2546963
2024-11-11,12.68000030517578,12.9399995803833,12.579999923706056,12.859999656677246,916925
2024-11-12,12.119999885559082,12.65999984741211,12.100000381469728,12.520000457763672,1761541
2024-11-13,12.399999618530272,12.5600004196167,11.84000015258789,12.15999984741211,2133894
2024-11-14,12.640000343322754,13.0600004196167,12.300000190734863,12.34000015258789,2769491
2024-11-17,12.640000343322754,12.640000343322754,12.640000343322754,12.640000343322754,0
2024-11-18,13.020000457763672,13.260000228881836,12.739999771118164,13.260000228881836,1610741
2024-11-19,14.100000381469728,14.300000190734863,13.079999923706056,13.079999923706056,7729102
2024-11-20,13.880000114440918,14.34000015258789,13.81999969482422,14.100000381469728,3045985
2024-11-21,13.68000030517578,13.960000038146973,13.600000381469728,13.899999618530272,1344678
2024-11-24,13.65999984741211,14.0,13.619999885559082,13.68000030517578,1088189
2024-11-25,13.239999771118164,13.699999809265137,13.119999885559082,13.65999984741211,1679581
2024-11-26,12.920000076293944,13.34000015258789,12.920000076293944,13.31999969482422,1077251
2024-11-27,12.800000190734863,13.0,12.5,12.960000038146973,1340097
2024-11-28,12.720000267028809,12.9399995803833,12.520000457763672,12.9399995803833,687146
2024-12-01,12.720000267028809,12.9399995803833,12.520000457763672,12.9399995803833,687146
2024-12-02,12.479999542236328,12.800000190734863,12.34000015258789,12.800000190734863,980459
2024-12-03,12.399999618530272,12.5600004196167,12.359999656677246,12.399999618530272,799889
2024-12-04,12.300000190734863,12.520000457763672,12.140000343322754,12.399999618530272,696368
2024-12-05,12.220000267028809,12.460000038146973,12.199999809265137,12.380000114440918,864991
2024-12-08,12.4399995803833,12.800000190734863,12.34000015258789,12.359999656677246,2307715
2024-12-09,12.119999885559082,12.399999618530272,12.0600004196167,12.380000114440918,1561110
2024-12-10,12.239999771118164,12.720000267028809,12.199999809265137,12.619999885559082,1696313
2024-12-11,12.140000343322754,12.300000190734863,12.079999923706056,12.239999771118164,726474
2024-12-12,12.18000030517578,12.199999809265137,12.079999923706056,12.15999984741211,396753
2024-12-15,12.359999656677246,12.460000038146973,12.100000381469728,12.18000030517578,1049611
2024-12-16,12.619999885559082,12.760000228881836,12.300000190734863,12.380000114440918,2203761
2024-12-17,12.460000038146973,12.699999809265137,12.239999771118164,12.699999809265137,815155
2024-12-18,12.279999732971191,12.5,12.199999809265137,12.5,769537
2024-12-19,12.18000030517578,12.260000228881836,12.100000381469728,12.199999809265137,546932
2024-12-22,12.039999961853027,12.420000076293944,12.020000457763672,12.239999771118164,507616
2024-12-23,11.979999542236328,12.039999961853027,11.779999732971191,12.039999961853027,1129105
2024-12-24,11.9399995803833,12.079999923706056,11.81999969482422,11.979999542236328,322084
2024-12-25,11.979999542236328,12.0,11.800000190734863,11.899999618530272,272198
2024-12-26,11.960000038146973,12.079999923706056,11.880000114440918,12.0,284744
2024-12-29,12.220000267028809,12.380000114440918,11.899999618530272,11.960000038146973,1906188
2024-12-30,12.84000015258789,12.899999618530272,12.0,12.15999984741211,2389263
2024-12-31,13.220000267028809,13.760000228881836,12.899999618530272,12.899999618530272,5001583
2025-01-01,13.81999969482422,13.979999542236328,13.039999961853027,13.260000228881836,2164454
2025-01-02,14.4399995803833,15.039999961853027,13.779999732971191,13.979999542236328,5833975
2025-01-05,14.399999618530272,15.0,14.279999732971191,15.0,2412955
2025-01-06,14.359999656677246,14.619999885559082,14.220000267028809,14.399999618530272,1330388
2025-01-07,13.899999618530272,14.359999656677246,13.800000190734863,14.239999771118164,1927729
2025-01-08,13.84000015258789,14.199999809265137,13.800000190734863,13.859999656677246,1224285
2025-01-09,13.84000015258789,13.84000015258789,13.84000015258789,13.84000015258789,0
2025-01-12,15.460000038146973,15.9399995803833,14.359999656677246,14.699999809265137,5430173
2025-01-13,14.600000381469728,15.460000038146973,14.300000190734863,15.460000038146973,4348176
2025-01-14,15.779999732971191,15.859999656677246,14.520000457763672,14.619999885559082,5913924
2025-01-15,15.5,15.979999542236328,15.399999618530272,15.800000190734863,2678476
2025-01-16,15.859999656677246,16.15999984741211,15.220000267028809,15.600000381469728,3458167
2025-01-19,15.720000267028809,16.0,15.65999984741211,15.979999542236328,1733166
2025-01-20,15.5,15.739999771118164,15.31999969482422,15.720000267028809,1542969
2025-01-21,15.699999809265137,16.079999923706055,15.380000114440918,15.600000381469728,2579986
2025-01-22,15.479999542236328,15.800000190734863,15.380000114440918,15.699999809265137,1537377
2025-01-23,15.420000076293944,15.539999961853027,15.31999969482422,15.479999542236328,897614
2025-01-26,15.4399995803833,15.619999885559082,15.399999618530272,15.5,711326
2025-01-27,15.399999618530272,15.68000030517578,15.18000030517578,15.579999923706056,1494021
2025-01-28,15.399999618530272,15.399999618530272,15.399999618530272,15.399999618530272,0
2025-01-29,15.399999618530272,15.399999618530272,15.399999618530272,15.399999618530272,0
2025-01-30,15.34000015258789,15.34000015258789,15.199999809265137,15.239999771118164,604275
2025-02-02,15.359999656677246,15.68000030517578,15.199999809265137,15.34000015258789,1250028
2025-02-03,15.31999969482422,15.460000038146973,15.220000267028809,15.279999732971191,747775
2025-02-04,15.300000190734863,15.4399995803833,15.260000228881836,15.31999969482422,378768
2025-02-05,15.0600004196167,15.81999969482422,15.039999961853027,15.260000228881836,2459084
2025-02-06,14.9399995803833,15.18000030517578,14.81999969482422,15.0600004196167,1256506
2025-02-09,14.81999969482422,15.020000457763672,14.760000228881836,14.9399995803833,568599
2025-02-10,14.880000114440918,15.15999984741211,14.81999969482422,14.859999656677246,802947
2025-02-11,15.68000030517578,15.859999656677246,14.81999969482422,14.920000076293944,3080181
2025-02-12,16.540000915527344,16.760000228881836,15.699999809265137,15.81999969482422,5621040
2025-02-13,16.34000015258789,16.700000762939453,16.100000381469727,16.579999923706055,2124289
2025-02-16,16.219999313354492,16.5,16.139999389648438,16.399999618530273,843932
2025-02-17,16.1200008392334,16.260000228881836,15.979999542236328,16.260000228881836,591719
2025-02-18,15.600000381469728,16.260000228881836,15.399999618530272,16.1200008392334,1032437
2025-02-19,15.600000381469728,15.600000381469728,15.600000381469728,15.600000381469728,0
2025-02-20,15.119999885559082,15.420000076293944,15.020000457763672,15.260000228881836,444559
2025-02-24,14.920000076293944,15.199999809265137,14.760000228881836,15.020000457763672,427060
2025-02-25,14.899999618530272,15.100000381469728,14.760000228881836,14.920000076293944,450208
2025-02-26,14.859999656677246,15.479999542236328,14.859999656677246,15.0,732392
2025-02-27,14.739999771118164,15.0,14.699999809265137,14.84000015258789,399668
2025-03-02,13.739999771118164,14.899999618530272,13.739999771118164,14.739999771118164,941480
2025-03-03,13.4399995803833,13.9399995803833,13.0,13.739999771118164,976891
2025-03-04,13.020000457763672,13.399999618530272,12.739999771118164,13.399999618530272,1106959
2025-03-05,12.640000343322754,13.0600004196167,12.4399995803833,12.920000076293944,782225
2025-03-06,12.31999969482422,12.65999984741211,12.100000381469728,12.5,839411
2025-03-09,12.359999656677246,12.600000381469728,12.079999923706056,12.380000114440918,420190
2025-03-10,12.039999961853027,12.380000114440918,11.899999618530272,12.380000114440918,453457
2025-03-11,12.079999923706056,12.15999984741211,11.479999542236328,11.81999969482422,665759
2025-03-12,12.81999969482422,13.020000457763672,12.079999923706056,12.119999885559082,1090946
2025-03-13,12.81999969482422,13.100000381469728,12.5600004196167,12.899999618530272,980829
2025-03-16,13.119999885559082,13.380000114440918,12.720000267028809,12.81999969482422,651602
2025-03-17,12.760000228881836,13.5,12.65999984741211,13.119999885559082,831379
2025-03-18,11.84000015258789,12.880000114440918,11.81999969482422,12.81999969482422,2784548
2025-03-19,11.619999885559082,12.18000030517578,11.15999984741211,12.18000030517578,1233089
2025-03-20,11.619999885559082,11.619999885559082,11.619999885559082,11.619999885559082,0
2025-03-23,11.31999969482422,11.68000030517578,11.31999969482422,11.68000030517578,391091
2025-03-24,11.380000114440918,11.479999542236328,11.140000343322754,11.479999542236328,413880
2025-03-25,11.119999885559082,11.5,11.100000381469728,11.479999542236328,486579
2025-03-26,11.65999984741211,11.800000190734863,11.18000030517578,11.18000030517578,897765
2025-03-27,12.15999984741211,12.479999542236328,11.600000381469728,11.800000190734863,1673928
2025-04-03,12.4399995803833,12.640000343322754,12.020000457763672,12.15999984741211,924083
2025-04-06,11.199999809265137,11.65999984741211,11.199999809265137,11.199999809265137,929870
2025-04-07,11.020000457763672,11.239999771118164,10.079999923706056,10.199999809265137,1785298
2025-04-08,11.699999809265137,11.779999732971191,11.199999809265137,11.199999809265137,1040435
2025-04-09,11.039999961853027,11.84000015258789,11.0,11.65999984741211,1453307
2025-04-10,11.039999961853027,11.039999961853027,11.039999961853027,11.039999961853027,0
2025-04-13,11.880000114440918,11.979999542236328,11.600000381469728,11.600000381469728,867295
2025-04-14,12.15999984741211,12.199999809265137,11.779999732971191,11.899999618530272,720440
2025-04-15,12.380000114440918,12.539999961853027,12.15999984741211,12.239999771118164,896860
2025-04-16,12.520000457763672,12.699999809265137,12.220000267028809,12.220000267028809,966213
2025-04-17,12.520000457763672,12.520000457763672,12.520000457763672,12.520000457763672,0
2025-04-20,12.140000343322754,12.399999618530272,12.020000457763672,12.020000457763672,317855
2025-04-21,12.15999984741211,12.220000267028809,12.100000381469728,12.140000343322754,313323
2025-04-22,12.279999732971191,12.5,11.9399995803833,12.119999885559082,501811
2025-04-23,12.699999809265137,12.859999656677246,12.260000228881836,12.479999542236328,1489557
2025-04-24,12.960000038146973,13.0,12.600000381469728,12.800000190734863,1281864
2025-04-27,13.399999618530272,13.600000381469728,13.0,13.039999961853027,1657121
2025-04-28,13.199999809265137,13.699999809265137,13.15999984741211,13.68000030517578,1209368
2025-04-29,13.380000114440918,13.600000381469728,13.260000228881836,13.279999732971191,1061676
2025-04-30,13.779999732971191,14.0,13.199999809265137,13.380000114440918,1535319
2025-05-01,13.359999656677246,13.800000190734863,13.18000030517578,13.779999732971191,1101147
2025-05-04,12.899999618530272,13.399999618530272,12.899999618530272,13.34000015258789,535964
2025-05-05,14.18000030517578,14.18000030517578,12.760000228881836,12.880000114440918,1587549
2025-05-06,15.579999923706056,15.579999923706056,14.4399995803833,14.600000381469728,5273107
2025-05-07,15.4399995803833,16.5,15.0,15.720000267028809,5257661
2025-05-08,16.0,16.639999389648438,15.460000038146973,15.479999542236328,7685329
2025-05-11,14.9399995803833,16.299999237060547,14.81999969482422,16.059999465942383,2495734
2025-05-12,15.520000457763672,16.420000076293945,15.199999809265137,15.380000114440918,6523438
2025-05-13,15.9399995803833,16.299999237060547,15.460000038146973,15.640000343322754,3595054
2025-05-14,17.3799991607666,17.520000457763672,16.020000457763672,16.100000381469727,5878844
2025-05-15,17.18000030517578,17.65999984741211,16.920000076293945,17.5,4334713
2025-05-18,17.18000030517578,17.18000030517578,17.18000030517578,17.18000030517578,0
2025-05-19,17.540000915527344,17.739999771118164,16.639999389648438,16.84000015258789,3392823
2025-05-20,17.260000228881836,17.780000686645508,17.200000762939453,17.719999313354492,1847392
2025-05-21,17.31999969482422,17.65999984741211,17.040000915527344,17.360000610351562,2175445
2025-05-22,16.719999313354492,17.5,16.719999313354492,17.360000610351562,1412625
2025-05-25,16.739999771118164,17.280000686645508,16.5,16.899999618530273,1576254
2025-05-26,16.200000762939453,17.079999923706055,16.200000762939453,16.899999618530273,1960329
2025-05-27,15.600000381469728,16.34000015258789,15.5,16.280000686645508,1567732
2025-05-28,16.5,17.079999923706055,15.65999984741211,15.65999984741211,4766091
2025-05-29,16.219999313354492,16.84000015258789,16.15999984741211,16.799999237060547,1498451
2025-06-01,16.31999969482422,16.579999923706055,15.81999969482422,16.299999237060547,1329898
2025-06-02,16.399999618530273,16.600000381469727,16.219999313354492,16.540000915527344,1010097
2025-06-03,17.5,17.760000228881836,16.579999923706055,16.579999923706055,3963755
2025-06-04,17.920000076293945,18.440000534057617,17.540000915527344,17.639999389648438,4897691
2025-06-11,19.700000762939453,19.700000762939453,18.1200008392334,18.200000762939453,5690167
2025-06-12,19.84000015258789,20.39999961853028,19.57999992370605,20.100000381469727,7761080
